date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:04:16	69/69	---M-Z	200	added ('OK')	text/plain	date:Tue,%2012%20Sep%202023%2013:04:17%20GMT	https://wed-webs.com/robots.txt		(from )
20:04:18	181088/181088	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Sep%202023%2013:04:18%20GMT	https://wed-webs.com/storyofedoandalice/	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/storyofedoandalice/index.html	(from )
20:04:18	104484/104484	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Jul%202023%2011:13:55%20GMT	https://c0.wp.com/c/6.3.1/wp-includes/css/dist/block-library/style.min.css	C:/My%20Web%20Sites/edo%20and%20slice/c0.wp.com/c/6.3.1/wp-includes/css/dist/block-library/style.min.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:18	6082/6082	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2007:21:57%20GMT	https://wed-webs.com/wp-content/themes/hello-elementor/style.min.css?ver=2.8.1	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/themes/hello-elementor/style.min1102.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:18	13055/13055	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jul%202023%2007:21:57%20GMT	https://wed-webs.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.8.1	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/themes/hello-elementor/theme.min1102.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:19	19488/19488	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:12%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind618.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:19	862/862	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c46718e4ae553406d3fd69d69f9c0e20%22	https://wed-webs.com/storyofedoandalice/feed/	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/storyofedoandalice/feed/index.html	(from https://wed-webs.com/storyofedoandalice/)
20:04:19	111919/111919	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2022:28:54%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/custom-frontend-lite.min.css?ver=1693866534	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/custom-frontend-lite.minbd8f.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:19	12876/12876	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:19	7039/7039	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2022:28:54%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-25903.css?ver=1693866534	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/post-25903bd8f.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:19	11295/11295	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2022:28:54%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/custom-pro-frontend-lite.min.css?ver=1693866534	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/custom-pro-frontend-lite.minbd8f.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:20	59344/59344	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minb73d.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:20	26702/26702	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minb73d.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:20	75621/75621	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2022:28:55%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/global.css?ver=1693866535	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/global5185.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:20	104087/104087	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Sep%202023%2005:37:32%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-205407.css?ver=1694065052	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/post-2054073f6d.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:21	3933/3933	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Aug%202023%2023:16:09%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widget.css?ver=5.0.8	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widgetaaf9.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:21	57912/57912	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:21	675/675	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:21	669/669	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:22	677/677	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:22	99886/99886	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2019:14:48%20GMT	https://c0.wp.com/p/jetpack/12.5/css/jetpack.css	C:/My%20Web%20Sites/edo%20and%20slice/c0.wp.com/p/jetpack/12.5/css/jetpack.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:22	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Aug%202023%2006:03:13%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minb73d.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:22	1437/1437	---M--	200	added ('OK')	image/png	etag:%223ec3c9b6194a0257%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold.png?fit=32%2C32&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Golde43b.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:23	6209/6209	---M--	200	added ('OK')	image/png	etag:%22743e43aa2a4532fa%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold.png?fit=192%2C192&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold98d8.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:23	5747/5747	---M--	200	added ('OK')	image/png	etag:%22c4c9c246cdd5990e%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Gold.png?fit=180%2C180&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2022/03/cropped-Logo-W-2022-Goldf9b5.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:23	15319/15319	---M--	200	added ('OK')	image/png	etag:%226d228819f987b9d3%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/07/Logo-Alice.png?fit=276%2C278&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/07/Logo-Alice1900.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:23	30911/30911	---M--	200	added ('OK')	image/png	etag:%220731bec60680575d%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/07/Logo-Alice-blue.png?fit=276%2C278&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/07/Logo-Alice-blue1900.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:24	88530/88530	---M--	200	added ('OK')	image/png	etag:%22f169c0ddd8b77bfd%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2022/10/White-Flower-ART-Ananda.png?fit=500%2C477&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2022/10/White-Flower-ART-Ananda8584.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:24	276642/276642	---M--	200	added ('OK')	image/jpeg	etag:%22a3bcc228e93afbdf%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-72.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-724fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:24	193842/193842	---M--	200	added ('OK')	image/jpeg	etag:%2279ad992e20313b05%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-55.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-554fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:24	215007/215007	---M--	200	added ('OK')	image/jpeg	etag:%22b225dcdeee72b4e1%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/07/Alice-Bride.jpg?fit=1666%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/07/Alice-Bridecd3b.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:24	88401/88401	---M--	200	added ('OK')	image/png	etag:%22130e477ed254d98c%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2022/10/White-Flower-ART-Ananda-2.png?fit=500%2C477&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2022/10/White-Flower-ART-Ananda-28584.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:25	14155/14155	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Aug%202023%2003:59:14%20GMT	https://desfianarai.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	C:/My%20Web%20Sites/edo%20and%20slice/desfianarai.com/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:25	233669/233669	---M--	200	added ('OK')	image/jpeg	etag:%22ce716e1f0855f1ff%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-111.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-1114fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:25	98886/98886	---M--	200	added ('OK')	image/jpeg	etag:%22622bb25b75e17d04%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN01286.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN012864fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:26	122624/122624	---M--	200	added ('OK')	image/jpeg	etag:%223b19e9f5c0b5739a%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00364.jpg?fit=1743%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00364a5c9.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:26	160438/160438	---M--	200	added ('OK')	image/jpeg	etag:%229df7d93904e2abf3%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00264.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN002644fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:26	923/923	---M--	200	added ('OK')	image/png	etag:%22d0fa3ae8c4009906%22	https://i0.wp.com/wed-webs.com/UPLOAD/pause.png?w=800&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/UPLOAD/pausee053.png	(from https://wed-webs.com/storyofedoandalice/)
20:04:26	10061/10061	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2022:29:22%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min.css?ver=1693866562	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min14b6.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:26	152994/152994	---M--	200	added ('OK')	image/jpeg	etag:%2247daeda6152f8c6c%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00042.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN000424fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:27	89007/89007	---M--	200	added ('OK')	image/jpeg	etag:%22e851df2449b79c97%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00299.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN002994fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:27	119087/119087	---M--	200	added ('OK')	image/jpeg	etag:%2208ee03d1a6a6156b%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00323.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN003234fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:27	125472/125472	---M--	200	added ('OK')	image/jpeg	etag:%22fde4785d988c524c%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00508.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN005084fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:27	166882/166882	---M--	200	added ('OK')	image/jpeg	etag:%226ec7c3a4c2ac7bdc%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00149.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN001494fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:27	296029/296029	---M--	200	added ('OK')	image/jpeg	etag:%2278858e42debf463a%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC06786.jpg?fit=1406%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC067867fdb.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:28	128970/128970	---M--	200	added ('OK')	image/jpeg	etag:%226ab87dc3f7ca8ae7%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN00383.jpg?fit=1758%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN003830010.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:28	174668/174668	---M--	200	added ('OK')	image/jpeg	etag:%220dcd62ece3878324%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-60.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-604fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:28	357692/357692	---M--	200	added ('OK')	image/jpeg	etag:%22b9591d4cccda46dd%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-43.jpg?fit=1667%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-WSP_-434fff.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:28	296394/296394	---M--	200	added ('OK')	image/jpeg	etag:%22ba62a9f474cff304%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-_WJE2201.jpg?fit=2500%2C1667&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-_WJE220113d0.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:29	330219/330219	---M--	200	added ('OK')	image/jpeg	etag:%22823e8bce7a4da2ab%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC06813.jpg?fit=1406%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC068137fdb.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:29	60930/60930	---M--	200	added ('OK')	image/jpeg	etag:%221930470f51944b00%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN01819-2.jpg?fit=2500%2C1667&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DEN01819-213d0.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:29	480597/480597	---M--	200	added ('OK')	image/jpeg	etag:%2284b65828c3de1093%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC06773.jpg?fit=1406%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC067737fdb.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:29	418009/418009	---M--	200	added ('OK')	image/jpeg	etag:%22e25a92f4be5a2143%22	https://i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC06764.jpg?fit=1406%2C2500&ssl=1	C:/My%20Web%20Sites/edo%20and%20slice/i0.wp.com/wed-webs.com/wp-content/uploads/2023/09/Alice-DSC067647fdb.jpg	(from https://wed-webs.com/storyofedoandalice/)
20:04:29	10877/10877	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Aug%202023%2023:16:09%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-public.css?ver=5.0.8	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/fluentform/assets/css/fluent-forms-publicaaf9.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:30	18403/18403	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Aug%202023%2023:16:09%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/css/fluentform-public-default.css?ver=5.0.8	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/fluentform/assets/css/fluentform-public-defaultaaf9.css	(from https://wed-webs.com/storyofedoandalice/)
